RID,Case ID,Sentence Year,Offender ID,Sex,Age Range,Ethnicity,No. of Charges,Offense Severity Group,Type of Homicide,Type of Sentence,Presence of Witnesses,Time of Crime Commited,Sentence Imposed,Sentence Suspended,Sentence to Serve,Sentence on Probation,Amount (VVCA),Amount (FINE),Amount (REST),Amount (FSUS),Type of Offense
22341,3690797,2012.0,3307500,M,18-21,Black,2.0,M3,,Incarceration,Unknown,Afternoon,256.0,0.0,192.0,0.0,1500.0,0.0,0.0,0.0,Violent
11591,7047212,2016.0,7085208,M,22-30,Black,1.0,D2,,Incarceration,No,Evening,37.333333333333336,0.0,28.0,0.0,300.0,0.0,0.0,0.0,Drug
18403,2414196,2014.0,1172820,M,,Black,2.0,M8,,Short Split,Unknown,Afternoon,32.0,20.0,4.0,12.0,300.0,0.0,0.0,0.0,Weapon
18812,1643123,,9187171,M,22-30,,5.0,M1,Murder I,Incarceration,Yes,Evening,592.0,0.0,444.0,0.0,300.0,0.0,0.0,0.0,Homicide
12294,6841336,2016.0,6516598,M,22-30,Black,1.0,M6,,Incarceration,Yes,Evening,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
10572,7018256,2016.0,6635832,M,18-21,Other or Unknown,9.0,M4,,Incarceration,Yes,Afternoon,176.0,0.0,132.0,0.0,300.0,0.0,0.0,0.0,Violent
17863,165494,2014.0,6237723,M,31-40,Other or Unknown,1.0,M8,,Long Split,Yes,Morning,32.0,16.0,8.0,60.0,300.0,0.0,0.0,0.0,Sex
15791,2851910,2014.0,1899999,M,15-17,Black,10.0,M5,,Incarceration,No,Morning,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
22859,7501358,2012.0,3922933,M,31-40,Black,2.0,M6,,Incarceration,No,Night,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
15966,2151700,2014.0,1618660,M,18-21,,1.0,M3,,Incarceration,No,Morning,240.0,0.0,180.0,0.0,300.0,0.0,0.0,0.0,Violent
17112,90354,2014.0,8608417,M,51-60,Black,1.0,D3,,Probation,Yes,Night,13.333333333333334,10.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
3096,8049010,2020.0,4962974,F,51-60,Black,1.0,D2,,Probation,No,Afternoon,21.333333333333332,16.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
9618,320178,2017.0,4693001,M,31-40,Black,1.0,D3,,Short Split,Yes,Morning,32.0,22.0,2.0,18.0,300.0,0.0,0.0,0.0,Drug
13602,9252746,2015.0,3038965,M,22-30,Black,2.0,M8,,Incarceration,Yes,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
23413,4004398,2012.0,6771224,M,18-21,Black,1.0,M8,,Incarceration,No,Morning,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Violent
7791,5523061,2018.0,9556101,F,31-40,Black,1.0,M8,,Probation,Yes,Afternoon,40.0,30.0,0.0,24.0,300.0,0.0,0.0,0.0,Violent
19548,5042505,2013.0,4676052,M,18-21,White,1.0,D3,,Short Split,No,Morning,16.0,11.0,1.0,24.0,300.0,0.0,0.0,0.0,Drug
23044,9078472,2012.0,5709694,F,41-50,Black,1.0,D3,,Probation,No,Evening,13.333333333333334,10.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
21695,9542331,2012.0,3309258,M,,Black,3.0,M3,,Indeterminate,No,Afternoon,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,Violent
6394,2067721,2019.0,4679546,M,51-60,Black,1.0,D4,,Probation,Yes,Evening,16.0,12.0,0.0,12.0,300.0,,0.0,0.0,Drug
18243,9891972,2014.0,3224947,M,22-30,Black,1.0,D2,,Incarceration,Yes,Night,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Drug
3561,7054289,2020.0,8792311,M,31-40,Black,1.0,D4,,Short Split,Yes,Afternoon,18.666666666666668,14.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
23054,359359,2012.0,3155096,M,18-21,Black,1.0,M7,,Incarceration,Unknown,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
14090,6430283,2015.0,5780536,M,18-21,Black,4.0,,,Short Split,Yes,Afternoon,16.0,12.0,1.0,24.0,300.0,0.0,0.0,0.0,Other
18032,3173966,2014.0,7212166,,51-60,Other or Unknown,1.0,,,Probation,Yes,Morning,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
20255,6169349,2013.0,1139764,F,22-30,Other or Unknown,1.0,,,Probation,Unknown,Night,16.0,12.0,0.0,18.0,300.0,0.0,0.0,0.0,Property
15317,2598483,2014.0,6086093,M,18-21,Black,43.0,M3,,Incarceration,No,Evening,272.0,0.0,204.0,0.0,300.0,0.0,0.0,0.0,Violent
3852,656002,2020.0,6428050,M,41-50,Black,1.0,M2,Murder II,Incarceration,No,Afternoon,400.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,Homicide
24158,6789768,2012.0,7133378,M,18-21,Black,13.0,M3,,Incarceration,Unknown,Night,104.0,0.0,78.0,,300.0,0.0,0.0,0.0,Property
19393,9640415,2013.0,1394127,M,41-50,Black,1.0,D2,,,Yes,Afternoon,24.0,,18.0,0.0,300.0,0.0,,0.0,Drug
10759,4391577,2016.0,837095,M,22-30,Black,8.0,M5,,Incarceration,Yes,Morning,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
24413,3675362,2012.0,7821387,M,41-50,Black,1.0,D3,,Probation,Yes,Evening,12.0,9.0,0.0,24.0,300.0,600.0,0.0,0.0,Drug
9734,17539,2017.0,4581592,M,22-30,,1.0,,,Short Split,No,Night,21.333333333333332,16.0,1.0,12.0,300.0,0.0,0.0,0.0,Property
23687,3805320,2012.0,7293019,M,,Black,1.0,D2,,Incarceration,,Night,29.333333333333332,0.0,22.0,0.0,300.0,0.0,0.0,0.0,Drug
8404,1199274,2018.0,1477418,,31-40,Other or Unknown,1.0,D3,,Short Split,Yes,Night,16.0,12.0,1.0,36.0,300.0,0.0,0.0,0.0,Drug
5514,1643312,2019.0,7212465,M,22-30,,4.0,,,Incarceration,Unknown,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
20604,2590264,2013.0,2423132,M,41-50,Black,2.0,,,Probation,Unknown,Evening,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
475,4956210,2022.0,8681840,M,51-60,Black,1.0,M9,,Probation,No,Evening,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Other
7426,3898987,2018.0,5129208,M,31-40,Black,1.0,M8,,Probation,Unknown,Night,16.0,12.0,0.0,18.0,300.0,0.0,0.0,0.0,Violent
24298,5885619,2012.0,3552525,M,22-30,Black,3.0,,,Incarceration,Yes,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
5439,2687156,2019.0,8623776,M,22-30,,1.0,M7,,,No,Evening,32.0,6.0,18.0,18.0,300.0,0.0,0.0,0.0,Weapon
24533,2793610,2012.0,3944393,M,18-21,Black,1.0,M8,,Short Split,Yes,Morning,24.0,18.0,1.0,12.0,300.0,0.0,0.0,0.0,Violent
7967,1752668,2018.0,3661795,M,31-40,Black,4.0,M5,,Incarceration,No,Evening,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
5382,1350415,2019.0,9721056,M,22-30,Black,1.0,,,Incarceration,Unknown,Afternoon,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,,Drug
9373,3234121,2017.0,672537,M,41-50,Black,1.0,M8,,Incarceration,No,Afternoon,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Property
14979,2260623,2015.0,5354306,M,31-40,Black,2.0,M7,,Incarceration,No,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
22764,9568837,2012.0,1573364,M,18-21,Black,5.0,,,Incarceration,Yes,Afternoon,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Weapon
9560,7827994,2017.0,4626478,M,31-40,Black,2.0,M8,,Short Split,Yes,Morning,32.0,18.0,6.0,12.0,300.0,0.0,0.0,0.0,Violent
19939,6881564,2013.0,6917068,M,31-40,Black,2.0,M7,,Incarceration,No,Evening,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Weapon
72,9601989,2022.0,6644897,M,22-30,Other or Unknown,8.0,,,Probation,Unknown,Afternoon,8.0,6.0,,1.0,300.0,0.0,0.0,0.0,Weapon
2351,2051522,2021.0,764314,M,22-30,Black,1.0,M8,,Short Split,Unknown,Evening,18.666666666666668,8.0,6.0,12.0,300.0,0.0,125.0,0.0,Violent
21461,3820460,2013.0,985328,F,31-40,Black,1.0,D3,,Incarceration,No,Afternoon,5.333333333333333,0.0,4.0,0.0,300.0,0.0,0.0,0.0,Drug
5605,8665816,2019.0,7896599,M,31-40,Black,1.0,D3,,Probation,Yes,Afternoon,8.0,,0.0,12.0,300.0,0.0,0.0,0.0,Drug
14006,6841540,2015.0,6046187,M,31-40,Black,2.0,M8,,Incarceration,No,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
19956,3808542,2013.0,8226667,M,18-21,Black,1.0,M6,,Long Split,Unknown,Morning,32.0,12.0,12.0,24.0,300.0,0.0,0.0,0.0,Violent
7011,2423285,2018.0,5683926,F,31-40,Black,1.0,M6,,Incarceration,Yes,Morning,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
15451,8529976,2014.0,8619406,M,22-30,Black,2.0,M6,,Incarceration,Yes,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
9404,5598086,2017.0,1870834,F,51-60,Black,2.0,,,Probation,,Night,16.0,,0.0,12.0,300.0,0.0,0.0,0.0,Violent
1345,3666266,2021.0,5058261,F,18-21,Black,2.0,M8,,Short Split,No,Night,8.0,5.0,,6.0,300.0,0.0,0.0,0.0,Violent
10632,9992032,2016.0,3643169,M,22-30,Black,10.0,M1,Murder I,Incarceration,No,Morning,592.0,0.0,444.0,0.0,300.0,0.0,0.0,0.0,Homicide
18830,3730338,2013.0,8866287,M,31-40,Other or Unknown,2.0,M8,,Incarceration,Unknown,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
14550,4381258,2015.0,4294305,M,41-50,Black,1.0,,,Incarceration,Unknown,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
1123,4436058,2021.0,5068229,M,31-40,Black,1.0,M6,,Incarceration,Unknown,Evening,40.0,,30.0,0.0,300.0,0.0,0.0,0.0,Violent
12041,7135131,2016.0,4449831,M,22-30,Black,2.0,M6,,Incarceration,No,Night,53.333333333333336,0.0,40.0,0.0,300.0,0.0,0.0,0.0,Violent
13121,1875866,2015.0,6640403,M,22-30,Black,1.0,M2,Murder II,Incarceration,No,Night,384.0,0.0,288.0,0.0,300.0,0.0,0.0,0.0,Homicide
2541,5375084,2020.0,5813585,M,22-30,Black,2.0,M1,Murder I,Incarceration,Yes,Evening,720.0,0.0,540.0,0.0,300.0,0.0,0.0,0.0,Homicide
18436,2894191,2013.0,9539279,M,31-40,White,2.0,M7,,Incarceration,Unknown,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Sex
13667,3420616,2015.0,992068,F,22-30,Black,1.0,M9,,Short Split,Unknown,Night,26.666666666666668,20.0,1.0,12.0,300.0,0.0,0.0,0.0,Other
7648,5532992,2018.0,7066694,M,18-21,Black,1.0,,,Long Split,No,Night,48.0,24.0,12.0,24.0,,0.0,0.0,0.0,Violent
23802,2287009,2012.0,1975837,F,22-30,Black,1.0,M8,,Incarceration,Yes,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Violent
12326,4352446,2016.0,8144666,,41-50,,2.0,D2,,Short Split,No,Afternoon,48.0,30.0,6.0,12.0,300.0,0.0,0.0,0.0,Drug
5168,84386,2019.0,2818274,M,18-21,,7.0,M6,,Incarceration,Yes,Night,48.0,0.0,36.0,0.0,300.0,0.0,,0.0,Violent
6219,9166080,2019.0,5630111,M,51-60,Black,2.0,M7,,Incarceration,Yes,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Property
17770,2690263,2014.0,927160,F,41-50,Black,1.0,,,Incarceration,No,Afternoon,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Violent
20822,9563653,2013.0,3323751,M,22-30,Black,7.0,M5,,Incarceration,Yes,Evening,128.0,0.0,96.0,0.0,300.0,0.0,0.0,0.0,Weapon
12156,6342939,2016.0,266260,M,18-21,Black,1.0,D3,,Incarceration,Yes,Morning,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Drug
63,9135229,2022.0,7326829,M,31-40,Black,1.0,M4,Voluntary Manslaughter,Incarceration,No,Afternoon,160.0,0.0,120.0,0.0,300.0,0.0,0.0,0.0,Homicide
2857,7136655,2020.0,6618824,F,22-30,Black,1.0,D3,,Incarceration,Yes,Night,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Drug
10529,7392163,2016.0,5061838,M,18-21,Black,1.0,M2,Murder II,Incarceration,Unknown,Evening,,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Homicide
13814,6424612,2015.0,5092446,M,31-40,Other or Unknown,2.0,D3,,Probation,No,Morning,18.666666666666668,14.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
3789,2636542,2020.0,7448924,M,22-30,Black,1.0,M8,,Incarceration,No,Afternoon,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Violent
22306,7339848,2012.0,935851,M,15-17,Black,9.0,M5,,Incarceration,No,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Other
20870,6617681,2013.0,7156244,M,22-30,Black,1.0,D3,,Incarceration,No,Evening,10.666666666666666,0.0,8.0,0.0,300.0,0.0,0.0,0.0,Drug
12619,8324592,2016.0,3062630,M,22-30,Black,1.0,M5,,Incarceration,No,Night,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Property
20717,5126653,2013.0,3284823,M,31-40,Black,2.0,D3,,Short Split,Unknown,Night,16.0,11.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
18091,9179998,2014.0,9523428,M,18-21,Black,1.0,,,Incarceration,Yes,Night,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Property
22040,195365,2012.0,1898467,M,31-40,Black,4.0,D2,,Short Split,No,Afternoon,32.0,18.0,,12.0,300.0,0.0,,0.0,Drug
9321,2648026,2017.0,8668344,M,31-40,Black,2.0,M3,Voluntary Manslaughter,Incarceration,Unknown,Night,240.0,0.0,180.0,0.0,300.0,0.0,0.0,0.0,Homicide
22252,1058488,2012.0,7961293,M,,Black,4.0,M5,,Incarceration,No,Afternoon,88.0,0.0,66.0,0.0,300.0,0.0,0.0,0.0,Weapon
20404,5587996,2013.0,7089874,M,22-30,Black,2.0,D3,,Incarceration,No,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Drug
22896,249748,2012.0,9716387,,22-30,Black,7.0,,,Incarceration,No,Morning,56.0,0.0,42.0,0.0,300.0,0.0,0.0,0.0,Weapon
24556,1082227,2012.0,6410029,M,18-21,Black,2.0,,,Incarceration,Yes,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
8541,3930928,2018.0,7051437,M,31-40,,1.0,M9,,Probation,No,Morning,6.666666666666667,5.0,0.0,12.0,300.0,0.0,0.0,0.0,Other
22677,4664363,2012.0,6922668,F,41-50,Black,1.0,D3,,Probation,,Morning,13.333333333333334,,0.0,12.0,300.0,0.0,0.0,0.0,Drug
19727,779920,2013.0,8322570,M,22-30,White,2.0,M4,,Incarceration,Yes,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
13284,9009687,2015.0,7602778,M,18-21,Black,1.0,M8,,Incarceration,Unknown,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Property
24395,4919255,2012.0,2279377,M,22-30,Black,2.0,D2,,Incarceration,No,Evening,64.0,0.0,,0.0,300.0,0.0,0.0,0.0,Drug
2023,9373821,2021.0,3456851,M,31-40,Black,1.0,M6,,Incarceration,Unknown,Afternoon,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
23832,2584491,2012.0,1576145,M,,Black,21.0,,,Short Split,Unknown,Afternoon,32.0,24.0,1.0,60.0,300.0,0.0,2635.0,0.0,Weapon
15154,5703481,2014.0,3293272,M,,Black,12.0,M5,,Incarceration,No,Evening,144.0,0.0,108.0,0.0,300.0,0.0,0.0,0.0,Other
11850,9342373,2016.0,4102556,M,18-21,Black,2.0,M8,,Probation,No,Afternoon,20.0,15.0,0.0,12.0,300.0,0.0,0.0,0.0,Property
10488,2067990,2016.0,5938198,M,51-60,Black,2.0,M5,,Incarceration,Yes,Afternoon,160.0,0.0,120.0,0.0,900.0,0.0,0.0,0.0,Weapon
11533,4149421,2016.0,1999129,F,22-30,Black,1.0,M8,,Probation,No,Evening,20.0,15.0,0.0,24.0,300.0,0.0,0.0,0.0,Violent
4479,7406961,2020.0,1850429,M,31-40,White,2.0,M8,,Short Split,Unknown,Evening,24.0,15.0,3.0,18.0,,0.0,0.0,0.0,Weapon
5181,4005486,2019.0,1837015,M,31-40,Black,1.0,D3,,Probation,Unknown,Night,8.0,6.0,0.0,6.0,300.0,0.0,0.0,0.0,Drug
23828,7897647,2012.0,2512557,M,22-30,Black,2.0,M9,,Incarceration,Yes,Morning,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Other
11288,7725248,2016.0,4384797,M,22-30,Other or Unknown,2.0,M5,,Incarceration,No,Night,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Weapon
4467,2552634,2020.0,2120996,M,18-21,Black,1.0,,,Incarceration,Yes,Afternoon,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Violent
3705,2781850,2020.0,6691184,M,31-40,Black,1.0,M8,,Short Split,No,Evening,13.333333333333334,4.0,6.0,12.0,300.0,,0.0,0.0,Violent
14561,6979548,2015.0,9747534,M,22-30,Black,1.0,,,Probation,No,Night,18.666666666666668,14.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
11603,2571906,2016.0,7146263,M,31-40,Black,2.0,,,Incarceration,Yes,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
7963,1456161,2018.0,5209706,M,18-21,Black,1.0,D3,,Probation,Unknown,Afternoon,13.333333333333334,10.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
13280,305083,2015.0,3317445,F,22-30,Black,1.0,M8,,Probation,Unknown,Afternoon,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
12162,6503784,2016.0,21445,M,18-21,Other or Unknown,1.0,M6,,Incarceration,Yes,Night,20.0,0.0,15.0,0.0,300.0,0.0,0.0,0.0,Violent
11359,8840231,2016.0,3961156,M,41-50,Black,1.0,,,Incarceration,,Morning,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
25,7118151,2022.0,5429867,M,22-30,Black,1.0,M8,,Short Split,No,Afternoon,18.666666666666668,14.0,1.0,12.0,300.0,0.0,0.0,0.0,Violent
11736,4089329,2016.0,9032390,M,61-70,Black,1.0,M6,,Incarceration,Yes,Evening,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Violent
2518,8555898,2020.0,2960344,M,22-30,Black,6.0,M5,,Incarceration,No,Morning,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
15973,8889776,2014.0,6547901,M,18-21,Black,2.0,M8,,,Unknown,Night,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
19201,733770,2013.0,9536144,M,31-40,,26.0,M7,,Incarceration,No,Afternoon,48.0,0.0,36.0,0.0,300.0,,0.0,0.0,Sex
9629,8103590,2017.0,8464292,M,31-40,Black,1.0,M6,,Incarceration,No,Afternoon,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Sex
6653,2883037,2019.0,9043216,M,22-30,Black,1.0,M6,,Incarceration,Unknown,Morning,72.0,0.0,54.0,0.0,300.0,0.0,0.0,0.0,Violent
7267,5232766,2018.0,7721375,M,22-30,Black,1.0,M7,,Incarceration,Unknown,Morning,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Weapon
455,6843359,2022.0,7191770,M,18-21,White,1.0,,,Probation,Unknown,Evening,16.0,12.0,0.0,15.0,300.0,0.0,0.0,0.0,Weapon
24186,8525394,2012.0,6935303,M,41-50,Black,1.0,D3,,Probation,Yes,Morning,32.0,,0.0,36.0,300.0,0.0,0.0,0.0,Drug
16524,9483360,2014.0,4040545,M,18-21,Black,1.0,M6,,Long Split,Unknown,Night,48.0,27.0,9.0,36.0,300.0,0.0,0.0,0.0,Violent
21964,5278306,2012.0,5859296,M,18-21,Black,5.0,M5,,Incarceration,No,Night,320.0,0.0,240.0,0.0,1500.0,0.0,0.0,0.0,Other
13527,2432904,2015.0,3886191,M,18-21,Black,2.0,D3,,Incarceration,No,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
9662,132884,2017.0,2927547,M,51-60,Black,2.0,M8,,Short Split,No,Evening,24.0,12.0,6.0,36.0,300.0,0.0,0.0,0.0,Property
16043,4813269,2014.0,2866837,M,18-21,Black,7.0,,,Probation,No,Afternoon,32.0,24.0,0.0,36.0,450.0,0.0,0.0,0.0,Weapon
20580,3649584,2013.0,5117983,,22-30,Other or Unknown,1.0,M6,,Short Split,Unknown,Morning,80.0,54.0,6.0,24.0,300.0,0.0,0.0,0.0,Violent
24185,475318,2012.0,246982,M,51-60,Black,2.0,D2,,Probation,Unknown,Afternoon,24.0,18.0,0.0,24.0,300.0,0.0,0.0,0.0,Drug
7093,8168314,2018.0,818856,M,18-21,Black,3.0,M7,,Incarceration,Yes,Evening,1.3333333333333333,0.0,1.0,0.0,300.0,0.0,0.0,0.0,Property
11086,1817679,2016.0,9485511,F,22-30,Black,7.0,M8,,,Yes,Evening,8.0,3.0,3.0,12.0,300.0,0.0,0.0,0.0,Violent
18007,1357144,2014.0,6568526,M,22-30,Black,1.0,M5,,Incarceration,No,Morning,80.0,0.0,60.0,0.0,300.0,0.0,0.0,,Violent
23335,825511,2012.0,8111172,M,41-50,Black,1.0,M3,Voluntary Manslaughter,Incarceration,Yes,Night,240.0,0.0,180.0,0.0,600.0,0.0,0.0,0.0,Homicide
10068,2230047,2017.0,2481102,M,22-30,Black,1.0,M7,,Incarceration,,Morning,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
2325,5080526,2021.0,9446335,M,31-40,Black,1.0,,,Long Split,Unknown,Morning,42.666666666666664,18.0,14.0,24.0,300.0,0.0,0.0,0.0,Weapon
8321,7802139,2018.0,9229391,M,18-21,Black,1.0,D4,,Short Split,Yes,Night,8.0,6.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
19893,6032360,2013.0,3820307,M,22-30,Black,1.0,,,Incarceration,No,Evening,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Violent
12124,2710364,2016.0,4259416,M,22-30,Black,1.0,M9,,Incarceration,No,Evening,5.333333333333333,0.0,4.0,0.0,300.0,0.0,0.0,0.0,Other
15843,6393429,2014.0,3273658,M,18-21,Black,2.0,M4,,Incarceration,Yes,Morning,,0.0,51.0,0.0,300.0,0.0,0.0,0.0,Violent
11097,1898972,2016.0,6246687,M,41-50,Black,3.0,M8,,Short Split,Yes,Morning,16.0,9.0,3.0,18.0,300.0,0.0,0.0,0.0,Violent
1443,7908311,2021.0,5823208,M,22-30,,1.0,,,Probation,Unknown,Evening,16.0,12.0,0.0,10.0,300.0,0.0,0.0,0.0,Weapon
20947,6419089,2013.0,3882886,M,22-30,Black,1.0,M8,,Probation,Unknown,Afternoon,8.0,,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
8475,8707783,2018.0,1910269,M,22-30,Black,1.0,M6,,,No,Night,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
19731,3174970,2013.0,447319,M,22-30,Black,1.0,D3,,,No,Night,24.0,18.0,1.0,60.0,300.0,0.0,0.0,0.0,Drug
23770,3524994,2012.0,4771407,M,22-30,Black,1.0,M6,,Incarceration,,Afternoon,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
7217,8744978,2018.0,1880800,M,22-30,Black,1.0,M7,,Incarceration,Unknown,Night,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
17025,5490105,2014.0,6972981,M,22-30,Black,1.0,M8,,Probation,Unknown,Afternoon,1.3333333333333333,1.0,0.0,24.0,1350.0,0.0,0.0,0.0,Weapon
14389,4593903,2015.0,4296097,M,22-30,Black,3.0,D2,,Incarceration,Yes,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Drug
6095,5991395,2019.0,9956290,M,31-40,White,1.0,M9,,Short Split,Yes,Evening,8.0,3.0,3.0,60.0,300.0,,0.0,0.0,Other
7057,344893,2018.0,6063887,M,31-40,Black,3.0,M8,,Probation,Yes,Afternoon,24.0,18.0,0.0,24.0,300.0,0.0,0.0,0.0,Weapon
19693,3834796,2013.0,7861050,M,31-40,Black,1.0,D2,,Incarceration,Unknown,Night,21.333333333333332,0.0,16.0,,300.0,0.0,0.0,0.0,Drug
22686,9046456,2012.0,5140656,M,31-40,Black,6.0,M7,,Incarceration,Unknown,Night,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Weapon
13366,5167573,2015.0,5014361,M,51-60,Other or Unknown,1.0,D3,,Probation,Yes,Night,26.666666666666668,20.0,0.0,18.0,300.0,0.0,0.0,,Drug
5437,5786375,2019.0,5681642,M,18-21,Black,1.0,M5,,Incarceration,Unknown,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
278,449020,2022.0,6223753,M,31-40,Black,1.0,M5,,Incarceration,Unknown,Evening,80.0,,60.0,0.0,300.0,0.0,0.0,0.0,Violent
4530,8101890,2019.0,8277825,M,22-30,Black,2.0,M6,,Incarceration,No,Night,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Property
6122,7172291,2019.0,9512378,M,22-30,Black,2.0,M8,,Short Split,No,Evening,16.0,12.0,1.0,18.0,300.0,0.0,0.0,0.0,Weapon
7981,6377040,2018.0,8745997,M,22-30,Black,3.0,,,Probation,Unknown,Evening,32.0,24.0,0.0,24.0,300.0,0.0,0.0,0.0,Weapon
10565,3537310,2016.0,7552538,M,,Black,1.0,M3,Voluntary Manslaughter,Indeterminate/Incarceration,No,Afternoon,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,Homicide
23486,638229,2012.0,6111063,M,22-30,Black,1.0,D3,,Probation,,Evening,18.666666666666668,,0.0,18.0,300.0,0.0,0.0,0.0,Drug
12960,481643,2015.0,1947028,M,18-21,Black,3.0,M5,,Incarceration,Yes,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
14354,8858431,2015.0,4743081,M,22-30,Black,1.0,D2,,Short Split,No,Night,16.0,8.0,4.0,18.0,300.0,0.0,0.0,0.0,Drug
17572,757552,2014.0,4521602,M,31-40,Black,2.0,M8,,Incarceration,Yes,Evening,18.666666666666668,0.0,14.0,0.0,300.0,,0.0,0.0,Property
10770,365085,2016.0,5551562,M,51-60,Black,1.0,M6,,Short Split,Unknown,Evening,32.0,21.0,3.0,12.0,300.0,0.0,0.0,0.0,Violent
